,Customer Name,Review Title,Rating,Reviews
525,abinash choudhury,Awesome👍,5.0 out of 5 stars,"  Awesome product, I liked the most, still no defect but earphone and charge port are same connection, need buy extra connector for 3.5 mm to c-type"
526,Prahalad Rotte,Loving It!! Lake Blue is 😍😍🔥,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Performance: 10/10 (Beast)Camera: 8/10 (Decent)Battery: 9/10 (Great)Display: 10/10 (Excellent)UI and Haptics: 10/10 (Great)Design and Build: 10/10 (The Lake Blue variant is Beautiful!!🔥)Overall...Best phone for 40k"
527,Shivam Sarkar,Best Smartphone I've ever used,5.0 out of 5 stars,"  The phone is absolutely a beast.And for the people who are telling the camera is average, just try holding the phone in a stabilised manner and then shoot you'll get stunning pictures for sure."
528,jophin,Perfect except over heating,4.0 out of 5 stars,  There was heating issue on the first day. Updated software to latest and used it on safe mode for one hour issue resolved.Overall very smooth .Camera and battery charging is awesome
529,Mohan Babu Pentakota,Nice Phones With Amazing Specs.....,5.0 out of 5 stars,  It's snappy when it comes to fingerprint reader and battery life never the issues with the charger it's never let u down....camera with 1+ i was never a fan of....rest the performance is excellent....no doubt...
530,Amardeep Dhiman,Good phone with fast draining battery.,3.0 out of 5 stars,  A phone with warp charge and warp drain feature. Same camera set up without any changes.  Better to stick with 8 or 7 series as nothing is there which feels enhanced except pricing.
531,Chintan,Better than iphone so i quit apple,5.0 out of 5 stars,"  Best phone ever,i replaced with iphonexs max"
532,Raghawendra,Satisfied,4.0 out of 5 stars,  Improved  phon than previous one plus version as speed matters . camera is average and have battery life enough through the day but charges very fast. Overall a Ok deal .
533,Charlie,Big let down in camera department,3.0 out of 5 stars,  Most of the things are good except for the camera. It is using old Sony sensors from past 5-6 models.. no major update from oneplus 7 series model in camera department. I had no other option rather than to sell it off and buy oneplus 8pro.. if you have the budget go for 8pro rather than this.
534,Altamash,"Bulky, not premium at all",1.0 out of 5 stars,"  Bulky, didn't look premium, even 8pro feels super premium in hand..Just a good performer but not premium."
535,Surya Prakash ,Morethan 5 Star,5.0 out of 5 stars,  Writing this review after one moth or product use. Really impressed and thanks to OnePlus to launched such products
536,Amazon Customer,Nice product in this range,4.0 out of 5 stars,  I am satisfied with this. Performance is amazing. Little overpriced compared to other brands such as Realme.Will update more after usage
537,Rajender Kumar,Cheap Product,1.0 out of 5 stars,  This is the worst phone I have ever purchased.  To say its refresh rate is 120hrtz but in reality it gives a performance of 90.  The camera is completely useless.  There is definitely some power in the chipset and user interface. I will not recommend ever this cheap product to buy.
538,Anjal Sali,Best One Plus Phone to buy on 2021 !,4.0 out of 5 stars,"  If you are already a Oneplus user this phone will not give you much of an upgrade but if you want to be a Oneplus user in 2021 this is the best choice. Smooth, fast, and gorgeous!"
539,yash kumar,"GodLevel features. Ultra smooth. My first one+ device, one of a kind experience.",4.0 out of 5 stars,  A beast in your hand and worth every penny!!!
540,LOKESH K.,Best phone with clean UI and no heating issues,4.0 out of 5 stars,"  Pros. Using phone from last 4 daysNo heating issues as received update while setting up phoneClean software, audio and video quality best.Super smooth experienceCharging is fastSlight better camera was expected but overall great phone."
541,Anbu,Oneplus9R,5.0 out of 5 stars,  I love this mobile to the core. Used Iphone for the past 5 years. Now changed to this. Good to use. Awesome phone.
542,Rohit chauhan ,Very poor phone,1.0 out of 5 stars,  Very poor phone. Heating Issue.Camera is very poor in the night. Temprature of phone reached 45 degerees in simple process. I will not recommend it to anyone.
543,alok mishra,Recommended.,5.0 out of 5 stars,  Using the phone all the day with a single charge. Excellent battery life.
544,Rohit jain,All ready use product,1.0 out of 5 stars,  All ready use by other customer this product.very bed I want to return my amount any how immediately
545,AMZNCUST,Great Phone but has heating issues.,4.0 out of 5 stars,"  Reviewing after a month usage, battery on screen comes upto 5hrs with 120Hz, there's heating issues with the phone while using social media apps. Camera does a decent job. Rest of the experience you get with this phone is great for the price tag with Oxygen OS."
546,Amazon Customer,Expectations not meet,3.0 out of 5 stars,  First of all the mobile is not worth of 44k camera quality is very very poor.....even when you captured photos from 48 MP... battery gets drained within a single day while normal usage..no gaming...one plus 9 series are not meant to buy ...but just for show off
547,Anurag Dwivedy,Go for it ! You won't regret it,5.0 out of 5 stars,  Mind Blowing Phone !!! I especially liked the 120Hz display
548,Khasim,Strucking apps,3.0 out of 5 stars,"  Your browser does not support HTML5 video.


   It's just 10 days since I buy this phone.. Facing this kind of apps struck issue which is not at all expected at this cost. If there is a chance I would like to return this mobile.  And heating mobile while using calls and games, charging.."
549,Adil Al Ayan,A bit disappointed,3.0 out of 5 stars,  Great refresh rate 🔥..But disappointed with the camera a bit.. Moreover the battery backup isn't to the mark Plus should have given its silent/sound slider
550,Manender Singh,Best experience for the price.,5.0 out of 5 stars,"  Onepluse screen and touch quality is way better than iqooo series 300+ hz touch sampling rate.And oxygen os is worth paying more, and oneplus take care of every single deatils on their devices."
551,Siddhesh,Only look is good everything else is worst?,1.0 out of 5 stars,  One plus is the worst brand. Not worth for 40k. Can give maximum 20 to 25 k gor this.
552,Abhishek,Awful battery life.,3.0 out of 5 stars,  Battery capacity is awful. Using this device for a month now and even after the update battery life is not satisfactory. Receiving screen time of just 5 hours even on normal use. While gaming its just 4 hours. Hope a new update will come soon and battery drainage problem is solved.
553,Vishnu M D,Loved it!,5.0 out of 5 stars,"  Battery life - 4/5Camera quality - 3.5/5Screen quality - 5/5Performance - 5/5If you are looking for a performance based mobile, then go for it."
554,Arun Bishnoi Khetolai,Value for money mobile...it's awesome 😎,5.0 out of 5 stars,  The display is very smooth to use...Long battery with fast charging...Also have advanced features...It's a value for money mobile..I like it soo much
555,Navneet,Battery 🔋 Heating and Backup Issue,4.0 out of 5 stars,  Battery heating Problem
556,Oppo User,9R,5.0 out of 5 stars,  Over all its a good phone without any heating issues
557,aniket tyagi,Improper battery drain,2.0 out of 5 stars,  Battery drained very fast after reaching 5 percent .. after 5 percent battery drains from 5 to 0 in 1 minute . ...pls help in resolving this issue ASAP .
558,PPD,As good as expected,4.0 out of 5 stars,"  Good for 1st tym OnePlus buyer.No issues till dateSome time proximity sensor not 🚫 for sweatBut overall, very goodWill give a feedback after 3 month of uses"
559,Bhaskar K.,A good upgrade from op6 to op9,5.0 out of 5 stars,"  Finger print reader, battery life usage is very good after the new update I am not observing any heating issues with Android 11. Camera quality is above average."
560,Amazon Customer,Top notch performance,5.0 out of 5 stars,  Rest of camera everything works flawless. Great mobile to have in this price bracket.
561,Ashish Sarma,Want crazy performance? Go for OnePlus 9R,5.0 out of 5 stars,"  If you don't click a lot of pictures at night, then you can definitely go for it. Except for the camera quality, everything else is better than your expectations."
562,Xxx ,Awesome,5.0 out of 5 stars,  It's totally worth buying. The camera quality was awesome especially the night mode it's like unbelievable. But am not quite satisfied with the battery life. And it's boiling when you play games.  I brought this especially for camera. Expect the battery its all good.
563,Tamil,One plus is a champ 💯,5.0 out of 5 stars,  Always unboxing one plus phones just another level experience 🦾😘Good allrounder under 40k
564,Shubham,No heating issues at all....the problem is battery drain,4.0 out of 5 stars,  No heating issues as depicted in many of the commeny nice phoneBut the thing is about the battery drain its drastic(deep sleep not working fine lost almost 20% in 6 hrs) and I am looking forward towards oneplus to get it fixed in the future updates
565,Muhammad Tarique,Poor batery backup and camera quality,1.0 out of 5 stars,  Baatery need to charge twice in 12-16 hrs in normal use without games and too much videos
566,AnkitB,"Suitable for first time premium device users, average device",3.0 out of 5 stars,"  Device heats up during regular operation and during charging, fingerprint works fine, camera quality (both front and main) is average, screen to body ratio is good, screen and picture quality is good.Overall an average phone."
567,Karthikeyan,Has all the traditional advantages of an OnePlus phone,5.0 out of 5 stars,"  Good phone with everything one can expect, has the advantages of traditional OnePlus UX."
568,Sharath Kumar,"Best buy, smooth oxygen OS 11",5.0 out of 5 stars,"  Phone is superb. Battery life quite good after the update. Full day moderate usage with 180+ apps installed, 24 Hrs 4G on and left with 50% battery at 8PM. Very responsive thanks to 12GB RAM. A very good phone."
569,Ranjan,took out one star from 5 because of the stereo speaker,4.0 out of 5 stars,"  I took out one star from 5 because of the stereo speaker quality degrade from its predecessors, I had one plus 7 before which has better speakers that this, Apart from this this is the best phone in its segment"
570,Mohammedzahid,Worse phone last mistake baught OnePlus,1.0 out of 5 stars,  Only one 5g band / plastic back/charger is not same as previous generationHighley Not Recommended 👎👎👎Last product of minePlease dont waste money in OnePlus go for other brand
571,Himavanth reddy,Good mobile with excellent software,4.0 out of 5 stars,"  Build quality and design awesome,it looks flagship mobiles,I fell in love with oxygen os very smooth and fast"
572,Prashant P.,nice,5.0 out of 5 stars,"  dont have much to say, works fine"
573,Amazon Customer,Heating issue,3.0 out of 5 stars,"  Heating issue, camera 6 out of 10"
574,Sampda m.,Great smartphone,5.0 out of 5 stars,"  This is a better option than the standard oneplus 9. The camera is great, battery life is great, charges up real fast and gaming is very smooth. Don't waste money on oneplus 9 or 9 pro. Pro is at least worth it but the standard oneplus 9 is literally very awful."
575,sunil,Battery life,4.0 out of 5 stars,  After using 60 days of this 9r im facing lot of issues with battery it drains very fast and sometimes fingerprint also not working properly we need more updates for this
576,Bijan dash,Camera quality is very good,5.0 out of 5 stars,  Performance is very smooth
577,ziya,OnePlus now focusing only make money,2.0 out of 5 stars,  After 14 days useI share my experienceNothing new on this phone120hz same like 90hz my past phone 7tCamera also samePerformance also sameOnly design changesThat's y u pay 44k for thisFlagship killer gone somewhere
578,sarvesh b.,best gadget in hand,5.0 out of 5 stars,"  fantastic phone , the name is one plus 😎 thats enough"
579,Amazon Customer,Good User Experience,4.0 out of 5 stars,  It was very good at user experience to use this mobile. But still heating issue exists intermittently but that's ok not that much. Hope it is resolve in next updates.
580,Cartman,Not the “flagship killer” OnePlus of the past,1.0 out of 5 stars,"  Not the “flagship killer” OnePlus of the past.Everything is below par - camera, 5G bands, battery life"
581,Amazon Customer,Not as expected,1.0 out of 5 stars,"  After updating recent patch, perform is worst. When I enable location, it is not showing on the notification bar.."
582,prathap,Best mid-range phone in the market,5.0 out of 5 stars,"  I dont know why people are pressing this heating issue over this gadget , there is no heating issue . Battery performance is the best as far as i have seen . Camera also acts good . The only thing is , they could have added earphones or something in the box ."
583,Kindle Customer,Good phone....,5.0 out of 5 stars,  Finally something decent from oneplus.....got to say it had been a long time since they came out with a good phone....oneplus was a waste of money but this one ain't..
584,Pawan kumar,"Poor back case, slow gallery, Bad night photos",1.0 out of 5 stars,  Back case is very poor broken in 1st fall  from my chest heightGallery is very slowNight photos are very poor distorted pixels
585,Amazon Customer,Value for money product,5.0 out of 5 stars,"  Using it for more than a week now. Its working great as expected. No heating issues as mentioned by other reviewers and warp charge works as advertised, full charge in 40 mins. Go for it if you are thinking not to buy because of heating issues, there are no such issues."
586,Suman,Awesome phone.....,5.0 out of 5 stars,  Mind blowing phone. It is a very practical phone for daily usage. Performace is excellent. Battery is good. Display is great. Software is OMG. Go for it if available below 34k with exchange. Overall it is a beast of a phone.
587,Pradeep Chauhan,Good,5.0 out of 5 stars,"  Phone is too good,camera quality is also good and sensor is also good I m using this phone last 7 days over all I m happy..."
588,pratik t.,Good phone for the money,5.0 out of 5 stars,"  Good phone for the money. I am satisfied with screen, battery life, smoothness.oxygen OS ...love this,at the price range of 40k this is the best mobile"
589,Amazon Customer,9r is getting hot,3.0 out of 5 stars,  This phone gets hot while using ...not even playing games but temp is high 41 degrees not happy with spending so much money.Better if I had bought iPhone
590,chiru6828,Features Disappearing,4.0 out of 5 stars,"  Gradually the features are getting disappear like ""floating window"", ""Eye swap for notification drawer"" and some others, which are still not known to me"
591,Amazon Customer,Worst service and mobile after 30 days not working.,2.0 out of 5 stars,  Not so good after 30 days uses mobile automatically switch off.And when i send it on services center after 15 days to till now mobile didn't repair.Very poor service and service center also very less in numbers.
592,RAHUL G S,Excellent device,5.0 out of 5 stars,  Superphone from Oneplus. Excellent build quality. Super smooth interface. Latest hardware. Abv avg cameras. Overall a good value for money device.
593,Namrat kumar patnaik,Over price,3.0 out of 5 stars,  According to price its average phone.over price . In the same price you will get iq 7 legend and mi11 pro .so see review in youtube .phone is good only for oneplus lover .
594,Shubham Gupta ,"Performance, battery life, camera",5.0 out of 5 stars,"  The overall performance of the device is quite good. The battery life is decent, however, the device has heating issues which was fixed after the new update. The camera performance is average. If you're looking to buy OnePlus 9R then I would suggest you to go for it."
595,Rocky,Poor function of phone battery,4.0 out of 5 stars,  Battery of the phone is getting heated unexpectedly. Not as per the standard of One plus.
596,SOUMANTRICK,great device,5.0 out of 5 stars,"  satisfied with the product . Fantastic screen and no lag. camera quality is good( depends on the person who is takin the pic) . the best thing is warp charge, it gets fully charged in 40 mins ."
597,chetan ,Battery drainage Screen quality,4.0 out of 5 stars,  Good phone in 30-40k category. Battery drainage is fast but u will find it in every other phone with similar features. Screen resolution and camera are very nice.
598,Amazon Customer,.,5.0 out of 5 stars,"  Nice phone in the price range but not so fast as mentioned by other reviewers. My old Poco F1 works faster while installing app and also capturing pic which is a shame. One thing I love is the phone charging time which is around 30-40mins. Overall, a good phone!!"
599,Vikas Vijayran,Average phone... Nothing special.,1.0 out of 5 stars,  Average battery life.. Serious heating issues... Wihile using GPS phone becomes very hot.. Average camera.... One plus 7 have better camera... Nothing special. Oxygen os is butter smooth.. Not worth the money spend... Plzzz think before buying..
600,Nishanth,Good phone,4.0 out of 5 stars,  Loaded features for the price range. It could have been better if it was water proof. In some sense it feels like a glorified 8T
601,RIJUL KARMAKAR,Great but not excellent,4.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Awesome is the least word to describe how fast this phone is. Excellent built quality but they should have provided more variety of colors.battery life is pretty good but heated up while charging and camera is not up to the mark."
602,Yaseen Patel,Worth it,5.0 out of 5 stars,  Oneplus9 R very awesome phone.
603,Srinu,Camera and the battery,5.0 out of 5 stars,"  As per device specifications,the processor,RAM and the storage configurations are excellent.But as mentioned the camera specification,it's not upto the level and quality of the picture is not upto the mark...got upset with the camera and the battery."
604,kunal a.,Mid range,3.0 out of 5 stars,  Battery charging is fast but also drains fast need to charge twice a day with normal usePhone gets heated with normal use.Camera quality is good in this range .Phones speed is great .Could have been better with battery and heating issue .
605,Ankita Nayak,The battery is just not worth it,3.0 out of 5 stars,  The night mode cam and the battery backup is the biggest disappointment in the phone.
606,Abhineet Kumar Gautam,Not good condition 9R phone 📱 Manley hot 🔥 after same time,1.0 out of 5 stars,  Phone 📱 temperature 🌡️ that time my temperature 🤒🙄
607,UV,"Amazing phone, absolutely love it.",5.0 out of 5 stars,"  Great phone, camera is awesome. Charging is super super fast. It's a good choice if one is looking for a phone around this budget."
608,aman s.,Decent mobile phone at this price.,5.0 out of 5 stars,  Just go for it
609,karan sachdeva,THE BEST PHONE,5.0 out of 5 stars,"  The phone is just perfect.no matter what people say..No heating issues.Perfect camera.. amazing touch.. superfast charging..At this price point, no company can give you what oneplus is giving.THE BEST PHONE.."
610,Nidhi sharma,Overpriced device. Bad camera and design.,3.0 out of 5 stars,  Don't buy if you love photography. Camera is not worth the price. Fingerprint scanner doesn't work 4 out of 10 times or takes time. Battery life and charging speed is good. Device is overpriced. Actual value of this device is 30k and users are paying 10k extra.
611,Rohit,Camera quality,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Camera quality is Awesome"
612,Veerababu,Not worth for money,3.0 out of 5 stars,  Previously I used redmi k20pro . To compare with that am not satisfied with this product. While using Mobile also I didn't feel like it's new one.no new features .heat issues.battery life also less.but performance wise good.camera quality just okay
613,Durga prasad,"Blindly recommend, just awesome",5.0 out of 5 stars,"  Pro gaming and max performanceOne of the best smartphone in that price range, OnePlus killed this time with 9R , I love it and 100% recommend for you."
614,Anup Mishra,Battery life soo good,4.0 out of 5 stars,  Nice quality nd camera quality osm I like this mobile battery life is soo good no any issues thank you amzon
615,Amazon Customer,I  am sure you will not disappoint,4.0 out of 5 stars,"  As per price point it did justification. You definitely feel it's flagship phone. But it's flagship killer. Phone performance super , camera is decent, great design & finally battery little disappointed. Else eVery thing is good.on this price range best phone"
616,srinidhi sagar,Decent phone in price segment,4.0 out of 5 stars,"  Decent phone in all segment, display is awesome,built quality is nice,camera ok ok not more to expect."
617,Pritish ghosh,Need to improve camera,5.0 out of 5 stars,  I have used OnePlus 3 since 2016 and now ungraded to Oneplus 9r.In one word best in class. Just need to improve Camera 🎥 .
618,Saurav,Great product and great value of money works great with camera and gaming,5.0 out of 5 stars,  Value of money productGot sd870 in this price range and as expected oneplus does great job in camera space and gaming spaceIt maintains all the app perfectly and provides great performance at a software in a time
619,Amazon Customer,Nice mobile,4.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Nice phone I was waiting from long time for this mobile, thank you amazon delivering this mobile before the mentioned delivery date."
620,Ratnesh Srivastava,Buttery Smooth Flagship. Just go for it.,5.0 out of 5 stars,  True Flagship. Buttery smooth. Simply awesome Flagship beast device. From gaming to music to camera. Everything as per expectation. Oxygen os with SD 870 🔥
621,Manisha Singh,Battery drain issue,3.0 out of 5 stars,"  One plus is known for its battery backup, and this 9R has worst battery backup...I am facing battery drain problem every time.. others wise it's ok. And didn't expect such type of issues from one plus and Amazon."
622,Ashish Wadhwa,Above satisfactory !,5.0 out of 5 stars,  This is review to the purchase i made on 2nd June 2021. was awaiting to purchase the device since April 2021 but could not due to obvious reasons. It was really worth the wait.. smooth functioning and first time one plus user. best device used till now
623,Sang Arolkar,Only for one plus lover..,5.0 out of 5 stars,  Best phone for a one plus enthusiast.Only issue I think is that heating and some 5g bands availability.Rest phone is an excellent product.
624,Kuldeep Singh,For the People who are struggling with their battery usage.,5.0 out of 5 stars,  Just turn off  the optimize battery option under the battery tab in settings and you will feel the change in your 9R battery's life.
625,Amazon Customer,It's a good phone,5.0 out of 5 stars,"  This one my 3rd OnePlus phone. I joined the trope way back 2016 with the 3T. I've found the quality to be consistent, the UI experience to be slick. But considering my requirements of a phone aren't much, I've been pretty satisfied with it."
626,Gokul,Woww😉😉😉😉,5.0 out of 5 stars,"  I using this phone since 2 months, i dont see any heating issiue, while charging your device it has some heat , rather there is no heating issiue, good battery backup, i loved it, i like the way look has given to phone"
627,Shivakumar RM,Recieved faulty product.,1.0 out of 5 stars,"  Received defective mobile and got damaged product even after replacement. finally asked for a refund and bought it from the official store.Thanks to Amazon for the refund, but need to wait for one week for the replacement/refund procedure."
628,khushboo,Worst Product ever. Within two month speaker of phone is not working.,1.0 out of 5 stars,  Within two month speaker of the phone stops working. I have submitted the phone to the authorised service centre. It has been 3 weeks but they are not able to repair the phone. Pathetic product and after-sales service.
629,priyank Patel,Go for it,4.0 out of 5 stars,"  Using this one from last 15 days and really happy with the overall performance,facing heating issue while using camera for 5 minutes, great design, battery backup is good and I think in this price range camera could be better and oxygen OS is really nice."
630,Vib,Good product,5.0 out of 5 stars,"  At first i got the defective piece but within 3 days amazon replaced it. Phone works as expected from one plus, still some bug fixes needs to be done"
631,Sr,Bad experience with first mobile of OnePlus.,4.0 out of 5 stars,  Phone gets heat while charging and running application especially playing games.oneplus should really look into this.spending huge money and still facing issues is annoying thing. Hope this gets rectified soon with updated versions of OS.
632,Satya sai,Good from OnePlus 9 series with value for money,4.0 out of 5 stars,"  I totally liked the mobile ,but one thing that disappoints is that battery life is not as expected.But I would definitely say it is value for money mobile from OnePlus .My overall review is to buy it if u want to try OnePlus for the first time"
633,Rishul Mishra,Monster with a little scar on back 👿😈,4.0 out of 5 stars,"  Camera is average other than that everything is top notch.Go for itTalking about the camera you can rely on this phone if weather and lighting conditions are good.Gaming , screen, sound, design, software - 110% perfect."
634,Praveen,Worst phone by One plus,1.0 out of 5 stars,"  It's not a phone only Brand major issues phase in battery drain much faster, heating issue,worst camera front and back totally ,can't take low light recording,voice recorder information send to third party."
635,Divyansh jain,Average mid range smartphone,4.0 out of 5 stars,  I really liked it but didn't liked it's battery backup. Dude you have given fast charge but forgot for good battery backup.Otherwise its not that bad.
636,Hiren Thakor,complete package,5.0 out of 5 stars,  oxeygen os + SD 870 + 120hz display = Magicamazing phone at a good price. also camera is great enough for a normal user. 90% of the users dont take that much photos. Smartphone cameras are over rated. Performance matters
637,tania bhattacharjee,9R awesome,5.0 out of 5 stars,  A slight better version of 8T yet a better one
638,Nikita,Always One Plus,5.0 out of 5 stars,  It's always been the best choice of phones available
639,Dhanraj Naidu,Heating issues,1.0 out of 5 stars,  Heating issues don't buy this not OnePlus 🙄
640,Neelesh,Guys really very happy with the mobile but some bugs there,4.0 out of 5 stars,  Camera is fine many reviews were saying camera was not up to the mark but it was good. A beast for gaming but battery could have been slightly improved and in Youtube I don't think 120hz is fine there is some lag . Overall a best phone
641,TARUN,No heating issues good phone,5.0 out of 5 stars,  Everything is good no heating issues whatsoever played cod with full brightness and max graphics and framerate but no issues its a ll good .Except oneplus cheating customers like they don't provide any further 5g bands via software updates as told earlier
642,prakash shukla,Beauty and Beast in one.,5.0 out of 5 stars,  Camera is one of the best one can find in this price range.Battery life is optimum.Phone runs smooth.A Zero regret phone.
643,Anonymous1,Very Good product,5.0 out of 5 stars,  The phone works very well and is value for money with exchange offer
644,Rohit Sanjaykumar,No Any Comparison With One Plus...,5.0 out of 5 stars,  All The Features Of One Plus Are The Best Than Oher Mobile Companies.
645,Srinivas T,Good phone,5.0 out of 5 stars,"  Mobile is very good and has good features and battery life is good, camera options had increase more bcos one of my friend using vivo v21 it has lot of options compare to this"
646,M Surya Prasad,Great Phone,5.0 out of 5 stars,  Typical One + Phone. Performence wise and looks wise. price a bit on the high side but hope it is worth for the price
647,Firoz,Not better than 5T,3.0 out of 5 stars,"  Not as expected, my old OnePlus 5t is better for regular use"
648,Amazon Customer,An Average phone no longer a flagship phone.,3.0 out of 5 stars,"  Not upto the mark, some OnePlus stock apps are no longer supported, has to use Google stock apps, heating problem with moderate use.Camera is weak with comparasion of my old OnePlus 7, Current OnePlus is not the real OnePlus. Not worthy."
649,Shubham Bhatotia,Best in class PERFORMANCE...,5.0 out of 5 stars,"  I bought the Oneplus 9R (12gb-256gb) last week. I am very impressed by the device performance, camera quality, build quality and design. Fingerprint reader is fast enough... Battery life is enough to power the device for 12hrs at normal usage"
650,Tofail Shaikh,Fast is fast,4.0 out of 5 stars,  Very outstanding product OnePlus 9RBattery life =  is very good.Camera quality= outstanding performance.Screen quantity= very fast.
651,Gaurav,Battery Issue,3.0 out of 5 stars,"  I dont know this is same for all or not, but battery is draining too fast, i never expected this with new device atleast not on first day, may be this is because 120hz refresh rate but still."
652,Divya Tarana,Okish,3.0 out of 5 stars,  Battery back up is not up to mark. I can see that it's little slow when I delete some photos and capture some pictures.. I shifted from Redmi note 8 pro but not exactly satisfied much when compared with price and brand.
653,Sinu,NIce Product,4.0 out of 5 stars,  Nice phone with features and performance.
654,Cliente de Amazon,Awesome mobile,5.0 out of 5 stars,  Awesome mobile
655,Vishal Jain,Love it,5.0 out of 5 stars,  Oh my gosh amazing photos with gcam and top notch phone
656,Gaurav Shrivastava,Nice build quality,3.0 out of 5 stars,  Build quality is awesome. Camera is ok. Battery life is also ok
657,Varshith Kothuru,Excellent,5.0 out of 5 stars,  Excellent Mobile in good priceI prefer everyone who is willing to buy can have it .
658,Akash Sharma,Best price range phone,4.0 out of 5 stars,  Product is awesome I am using this smartphone from last month and it is working fine as there was a heating ussue but oneplus resolve dit with the latest update.Please updated the new 5g bands in future.
659,praveen kumar,Heating issues,3.0 out of 5 stars,  Heating issues
660,Sushant,"Good and fast. At start faced heating issue, but later no issues found.",5.0 out of 5 stars,"  Good and fast.At starting when unboxed and started updating the softwares, too much heating issues observed. But from day 2, did not faced any heat issue. Till now, running smooth."
661,soni vinay,Perfect mobile device .,5.0 out of 5 stars,  Oh man . Awesome phone . No heating issues . Camara good no complaint . Perfect display . Thanx Amazon . And the seller.
662,Rinchen Tundup,Really worth...,4.0 out of 5 stars,"  I'm using this phone from last 7days....no issue,over all quality, performance and camera is superb...must recommend."
663,Basudev ,Not uptomark as compaired to price,3.0 out of 5 stars,"  As compared to price ,more features should be added . Liked - os , built-in quality , premium look, user interface, chargingDislike -inbuild  call recording - receipent can know while recording , camera quality should be improved,"
664,Mounika,Worst phone,1.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Worst phone I never buy,with in two days phone is hanging,"
665,Pinal jain,Worth for money,5.0 out of 5 stars,"  Everything is good but there's no socket for earphone, it means you have to buy wireless. Except this is extremely good"
666,lakshmi,Oneplus 9R,4.0 out of 5 stars,  Yeah a good product from oneplus the camera quality is excellent but the volume level can be little bit higher
667,Harsh,Matte finish is good,5.0 out of 5 stars,"  When you'll take mobile in your hand you will feel very premium, matte finish is good. But the delivery person was not so good."
668,Anish,Build quality of this phone is very attractive.,5.0 out of 5 stars,  The Phone is very Smooth while you use. and camera quality of this phone is very good but camera shows a very colourfull pictures. and about battery if a person use a phone normaly in a day the battery will run about a day.
669,pritam dhoke,"Just Hipe, nothing worth in this price range.",4.0 out of 5 stars,"  Lock screen software issue,Average battery life but charges fastly,Camera not very good in price segment,3.5mm jack missing,Great haptics,Camera focus problem while taking portraits.Still loving it."
670,Anil,Excellent phone 📱,5.0 out of 5 stars,  Stunning performance and great display and picture quality. Upgraded from 5T to 9R. die-hard OnePlus fan here.
671,Ashish vishwakarma,Battery draning so fast,3.0 out of 5 stars,  It been 2day i have purchased this phone i am very disappointed with battery performance...i hardly get 3-4 screen on time..Plz suggest
672,Anurag,Best u can get for 40k 😎,5.0 out of 5 stars,  Amazing phone looks and feels premium and offcourse sd870 120jz refresh rate is ultra smooth and snappy there is one issue I noticed battery drain is very fast charging is also very fast but the battery drain is not normal
673,Dilipbhai Andharia,Awesome phone,4.0 out of 5 stars,"  Excellent phone, good to use. Worth of money as per the configuration. Its camera quality is excellent. Has a good fingerprint reader, good battery could be even more mAH but has fast charging support so no issues with it."
674,Amazon Customer,"Not up to the expected level, only hype",3.0 out of 5 stars,"  Except for the design, look & super-fast charging, nothing special in this. Battery drainsfast and occasional heating problem is there. I have been using this for a month and not much improvement in the battery life."
675,Yashpal Bharti,Good phone except camera,5.0 out of 5 stars,"  Not Greatest but good oneEverything works well except camera, phone runs fast, battery backup is super, I don't feel any such heating issueOverall good phone with Great speed from OnePlus"
676,Shadan,#NofilterReview,4.0 out of 5 stars,  Camera is i can say lower than oneplus 7t it might would be so good but it's okay just okay gets heat quickly but when the temperature is around you it also behaves like good.. And overall satisfactory device as usual oneplus does..
677,subramani,Best phone for this rate,5.0 out of 5 stars,  Excellent phone especially less weight and works smoothly
678,alka,Mobile is defective. Needs replacement.,1.0 out of 5 stars,"  Your browser does not support HTML5 video.


   New mobile is heavily hanging, mobile doesnt responding in calling, camera, and it is hanging. Two technician provided us at the name of service just  for formality."
679,Dhanashekar,Good choice for phones under 40k,5.0 out of 5 stars,  At the time of purchase had a battery drain issue post the hot fix it's good and works great for a normal use I get life of 1.35 days
680,Chiradeep Banerjee,Value for money phone,5.0 out of 5 stars,"  Beautiful display, above average camera, lightning fast and super quick charging with decent batter life. Pro tip- if possible upgrade from lower one plus models to get great deals."
681,Muthuvignesh S,Decent choice,4.0 out of 5 stars,  Good phone. Bought by my relative. As per his comments this phone is performing good
682,kunal gandhi,Good initial experience,4.0 out of 5 stars,"  purchased one plus 9r 12gb version recently, got it delivered within a day from amazon. This is my first oneplus phone and initial experience is good. Its fast and snappy , without any lags. Will review again after using for a few months ."
683,Santosh Kumar,Disappointed with poor Camera Quality,2.0 out of 5 stars,"  Disappointed with the camera performance. Even low budget phones of brands like Realme, Xiaomi can easily beat this phone in terms of Camera & picture quality. Oneplus should seriously ponder about this issue."
684,siddharth suman,Feels  premium but poor camera,5.0 out of 5 stars,"  Looks premium. Excellent battery backup and fast charging. But camera quality is not upto mark. Those who are looking for camera purpose, then this is not the right phone."
